chr,start,end,name,chrTSS,startTSS,endTSS,TargetGene,ReferenceID,CellType,EffectSize,pValueAdjusted,Significant,PowerAtEffectSize25,PowerAtEffectSize10,PowerAtEffectSize15,PowerAtEffectSize20,PowerAtEffectSize50,distanceToTSS,numTSSEnhGene,numCandidateEnhGene,normalizedDNase_enh,normalizedDNase_prom,numNearbyEnhancers,sumNearbyEnhancers,ubiquitousExpressedGene,3DContact,3DContact_squared,normalizedDNase_enh_squared,ABC.Score
chr11,3058671,3059168,CD81|chr11:3058671-3059168:.,chr11,2376177.0,2376178.0,CD81,ebda246b,K562,0.010678167,1.0,False,1.0,0.75,0.8,0.95,1.0,681779.0,14,78,9.413816,0.440724,121,1381.128606,0,385.234139,148405.3419,88.61993168,0.005021
chr19,48608708,48609348,NUCB1|chr19:49111965-49112605:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,0.00894027,0.91182814,False,1.0,,,,,290988.5,20,65,1.596818,0.966902,819,776.502636,0,180.992123,32758.14859,2.549827725,0.000117
chr3,196611943,196612443,NCBP2|chr3:196338814-196339314:.,chr3,196942596.0,196942597.0,NCBP2,2f957f7a,K562,-0.006800249,0.999918431,False,1.0,0.65,0.8,0.95,1.0,330376.0,8,30,3.658534,0.923449,147,440.143333,1,904.07522,817352.0034,13.38487103,0.00297
chrX,47683406,47683906,PLP2|chrX:47542805-47543305:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,0.02476132,0.72566465,False,1.0,,,,,1488319.5,41,127,32.751725,0.526977,72,171.446256,0,42.199077,1780.7621,1072.67549,0.000941
chr11,6315775,6316275,HBE1|chr11:6337005-6337505:*,chr11,5505651.0,5505652.0,HBE1,ac8d234e,K562,-0.0267693,0.435003559,False,1.0,,,,,1045849.0,41,54,1.596818,0.582261,196,234.544576,0,92.498359,8555.946418,2.549827725,0.000167
chr6,37191700,37192200,C6orf89|chr6:37159476-37159976:.,chr6,36871870.0,36871871.0,C6orf89,2f957f7a,K562,0.005029625,0.999918431,False,1.0,0.6,0.9,0.95,1.0,306073.0,5,70,20.009693,0.976507,470,1654.43588,1,714.878388,511051.1096,400.387814,0.007658
chr3,128353982,128354502,SEC61A1|chr3:128072825-128073345:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,0.00236709,0.966872047,False,0.999999992,,,,,301783.0,4,26,0.979523,0.678651,57,55.832811,1,286.688961,82190.56036,0.959465308,0.000513
chr1,28883765,28884265,DNAJC8|chr1:29210277-29210777:.,chr1,28233024.0,28233025.0,DNAJC8,2f957f7a,K562,-0.034329594,0.862263001,False,1.0,0.7,1.0,1.0,1.0,651033.0,14,88,46.321459,0.734637,414,8799.814398,0,224.184954,50258.8936,2145.677564,0.006912
chr12,54368641,54369601,HNRNPA1|chr12:54762425-54763385:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,-0.03935525,0.819731102,False,0.999999999,,,,,88169.0,6,23,11.764171,0.983475,514,3177.866962,0,2801.395372,7847817.65,138.6099004,0.018433
chr19,2974351,2974851,SLC39A3|chr19:2974349-2974849:.,chr19,2740151.0,2740152.0,SLC39A3,2f957f7a,K562,-0.014253637,0.964196277,False,1.0,0.65,0.85,0.9,1.0,234527.0,8,19,6.367063,0.776081,205,4552.241685,0,218.983324,47953.69619,40.53949125,0.001245
chr3,9645922,9646781,EMC3|chr3:9687606-9688465:.,chr3,10011115.0,10011116.0,EMC3,2f957f7a,K562,-0.055870701,0.80171955,False,0.95,0.75,0.85,0.95,1.0,365098.0,20,50,5.135197,0.68407,122,1871.999659,0,458.870637,210562.2615,26.37024823,0.002534
chr11,2305373,2305649,CTSD|chr11:2305373-2305649:.,chr11,1764573.0,1764574.0,CTSD,ebda246b,K562,0.05370455,1.0,False,0.95,0.7,0.9,0.95,1.0,541515.0,19,39,4.443958,0.568591,234,2144.523654,0,388.186478,150688.7417,19.74876271,0.002652
chr9,98931498,98932465,ANP32B|chr9:101693780-101694747:.,chr9,97983361.0,97983362.0,ANP32B,2f957f7a,K562,-0.00480561,0.999918431,False,1.0,0.65,0.85,0.95,1.0,948815.0,8,141,11.04052,0.823696,98,503.05752,0,97.022081,9413.284202,121.8930819,0.000832
chr19,12640011,12640531,KLF1|chr19:12750825-12751345:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,0.00658255,0.802562829,False,1.0,,,,,246893.0,18,51,4.324162,0.743492,0,0.0,0,441.184233,194643.5274,18.698377,0.000673
chr19,48970828,48971348,PPP1R15A|chr19:49474085-49474605:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,-0.09392631,0.526535689,False,0.999949814,,,,,98700.0,7,24,6.189533,0.914183,1072,5365.671416,0,2481.438805,6157538.543,38.31031876,0.004244
chr11,518540,519179,DEAF1|chr11:518540-519179:.,chr11,706715.0,706716.0,DEAF1,ebda246b,K562,-0.00329189,1.0,False,1.0,0.65,0.9,0.95,1.0,176853.5,13,17,12.381082,0.938111,0,0.0,1,1020.838335,1042110.906,153.2911915,0.007159
chr19,10299410,10300270,UBL5|chr19:10410086-10410946:.,chr19,9827892.0,9827893.0,UBL5,2f957f7a,K562,-0.051186415,0.703813107,False,1.0,0.7,0.85,1.0,1.0,471958.0,18,42,23.808252,0.730669,222,785.303466,1,179.743759,32307.8189,566.8328633,0.003121
chr1,43330148,43330648,EBNA1BP2|chr1:43795819-43796319:.,chr1,43270935.0,43270936.0,EBNA1BP2,2f957f7a,K562,-0.057819626,0.260807379,False,0.95,0.35,0.85,0.95,1.0,158099.0,5,13,15.496878,0.794227,0,0.0,1,482.92152,233213.1945,240.1532277,0.007369
chr3,129226302,129226842,H1FX|chr3:128945145-128945685:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,0.027267848,0.85678722,False,0.999994762,,,,,89699.0,4,10,2.56656,0.554365,232,440.144368,1,771.234874,594803.2309,6.587230234,0.002879
chr19,48680988,48681488,PPP1R15A|chr19:49184245-49184745:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,-0.06100797,0.846214751,False,0.999877258,,,,,191115.0,11,41,2.625646,0.914183,540,1132.56603,0,501.71129,251714.2185,6.894016917,0.000364
chr19,1101709,1102209,UQCR11|chr19:1101708-1102208:.,chr19,1605489.0,1605490.0,UQCR11,2f957f7a,K562,0.007159019,0.999918431,False,1.0,0.65,0.85,0.95,1.0,503526.0,24,89,3.658534,0.850794,656,6121.082536,0,190.081432,36130.95079,13.38487103,0.000382
chr12,56990940,56991999,TSFM|chr12:57384724-57385783:.,chr12,57782589.0,57782590.0,TSFM,2f957f7a,K562,-0.019449433,0.999918431,False,1.0,0.5,0.85,1.0,1.0,791145.0,39,107,4.728347,0.722902,411,3537.148885,0,90.810564,8246.558534,22.35726535,0.000385
chrX,48752502,48753002,PLP2|chrX:48610905-48611405:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,-0.00762275,0.954608501,False,1.0,,,,,418960.0,19,57,1.175602,0.526977,160,143.93152,0,73.174392,5354.491645,1.382040062,5.9e-05
chr19,13212771,13213271,DNASE2|chr19:13323585-13324085:*,chr19,12881467.0,12881468.0,DNASE2,39b33148,K562,-0.00618797,0.945866645,False,1.0,,,,,331519.0,15,53,4.955162,0.793211,456,437.971356,0,217.624914,47360.60319,24.55363045,0.000477
chr19,12828311,12828891,PRDX2|chr19:12939125-12939705:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,-0.011083981,0.681291096,False,1.0,,,,,26694.0,2,4,2.625646,0.599511,679,3017.127859,0,1697.013357,2879854.334,6.894016917,0.002473
chr7,76364052,76364552,YWHAG|chr7:75993369-75993869:.,chr7,76359030.0,76359031.0,YWHAG,2f957f7a,K562,-0.049844691,0.583299878,False,1.0,0.45,0.85,0.9,1.0,5604.0,1,1,12.748237,0.972781,0,0.0,1,9002.221374,81039989.67,162.5175466,0.059106
chr3,129490162,129490662,CNBP|chr3:129209005-129209505:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,-0.00909842,0.999866357,False,0.999999917,,,,,306458.0,9,40,4.205269,0.698756,0,0.0,1,167.063384,27910.17427,17.68428736,0.000953
chr19,48697988,48698528,BCAT2|chr19:49201245-49201785:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,0.00940271,0.941509789,False,1.0,,,,,112819.0,7,24,4.017232,0.716612,810,630.52074,0,635.950752,404433.359,16.13815294,0.001208
chr6,30357521,30358021,TUBB|chr6:30325298-30325798:.,chr6,30720201.0,30720202.0,TUBB,2f957f7a,K562,-0.009229134,0.948253406,False,1.0,0.4,0.8,0.95,1.0,362400.0,14,37,1.897465,0.967918,248,204.5814,1,170.755088,29157.30008,3.600373426,8.5e-05
chr8,125333884,125334839,NDUFB9|chr8:125333884-125334839:.,chr8,124539101.0,124539102.0,NDUFB9,ebda246b,K562,0.019783346,1.0,False,1.0,0.6,0.9,0.95,1.0,795309.5,9,126,20.675329,0.807341,32,43.526496,1,166.642575,27769.7478,427.4692293,0.004215
chr3,128415842,128417262,H1FX|chr3:128134685-128136105:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,-0.033266755,0.34684747,False,1.0,,,,,899297.0,21,106,10.394356,0.554365,171,1567.905099,1,126.105572,15902.61535,111.4011034,0.003813
chr18,9008510,9009413,ANKRD12|chr18:9008508-9009411:.,chr18,9136228.0,9136229.0,ANKRD12,2f957f7a,K562,-0.042849446,0.75990967,False,0.95,0.5,0.8,0.9,1.0,127515.0,3,22,37.000044,0.967386,35,271.80601,0,281.338279,79151.22723,1369.003256,0.008505
chr19,13152791,13153291,LYL1|chr19:13263605-13264105:*,chr19,13103160.0,13103161.0,LYL1,39b33148,K562,0.034404715,0.572168232,False,1.0,,,,,49861.0,5,5,19.541808,0.949047,1128,12822.41827,0,2942.320298,8657248.736,381.8822599,0.023784
chr19,1873437,1873937,SGTA|chr19:1873436-1873936:.,chr19,2783370.0,2783371.0,SGTA,2f957f7a,K562,0.004518477,0.999918431,False,0.95,0.45,0.8,0.95,1.0,909689.0,29,109,2.625646,0.936611,364,4852.58956,1,230.242061,53011.40665,6.894016917,0.000336
chr3,127584422,127585002,H1FX|chr3:127303265-127303845:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,-0.03012929,0.840075531,False,1.0,,,,,1731569.0,31,171,0.899572,0.554365,58,85.7211,1,94.68458,8965.16969,0.809229783,0.000124
chr19,12996491,12996991,KLF1|chr19:13107305-13107805:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,-0.00167964,0.95872102,False,1.0,,,,,109559.0,9,11,3.046638,0.743492,224,733.422368,0,381.279175,145373.8093,9.282003103,0.00041
chr12,54227321,54227841,HNRNPA1|chr12:54621105-54621625:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,0.09424936,0.58205862,False,0.999151481,,,,,53103.0,3,8,3.474133,0.983475,525,588.6426,0,1565.583859,2451052.82,12.0696001,0.001521
chrX,47817366,47817886,HDAC6|chrX:47676765-47677285:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,0.059602786,0.64501261,False,0.999932923,,,,,984428.0,24,64,8.000395,0.999613,144,352.623528,1,121.33032,14721.04655,64.00632016,0.000346
chr11,86134577,86135528,TMEM126B|chr11:85845619-85846570:.,chr11,85628573.0,85628574.0,TMEM126B,2f957f7a,K562,0.001079811,0.999918431,False,1.0,0.65,0.85,1.0,1.0,506457.0,7,31,12.226968,0.866326,26,35.365278,1,276.079906,76220.1145,149.4987465,0.005203
chr8,130041890,130043224,FAM49B|chr8:131054136-131055470:.,chr8,130017128.0,130017129.0,FAM49B,2f957f7a,K562,-0.024749783,0.999918431,False,0.9,0.7,0.85,0.9,1.0,102406.5,1,19,8.000395,0.92657,19,38.332386,0,981.232271,962816.7697,64.00632016,0.017615
chrX,136884138,136884781,HTATSF1|chrX:135966297-135966940:.,chrX,136497079.0,136497080.0,HTATSF1,2f957f7a,K562,-0.013629655,0.999918431,False,0.95,0.55,0.85,0.95,1.0,386874.0,6,29,5.135197,0.829745,105,1384.965995,0,548.605881,300968.4127,26.37024823,0.005527
chr3,128680502,128681002,RPN1|chr3:128399345-128399845:*,chr3,128681074.0,128681075.0,RPN1,39b33148,K562,-0.06613974,0.142362019,False,1.0,,,,,29886.0,1,5,18.209316,0.604592,0,0.0,1,2959.695084,8759794.99,331.5791892,0.098697
chr19,2355847,2356347,OAZ1|chr19:2355845-2356345:.,chr19,2269509.0,2269510.0,OAZ1,2f957f7a,K562,0.028509629,0.753224963,False,1.0,0.55,0.85,0.9,1.0,86710.0,5,16,1.111162,0.809373,0,0.0,0,756.6429,572508.4781,1.23468099,0.000401
chrX,47562506,47563026,HDAC6|chrX:47421905-47422425:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,-0.01044569,0.957518716,False,0.999999999,,,,,1239223.0,31,101,4.443958,0.999613,144,4940.621208,1,173.504552,30103.82956,19.74876271,0.000275
chr2,24457698,24458198,PTRHD1|chr2:24680567-24681067:.,chr2,24793381.0,24793382.0,PTRHD1,2f957f7a,K562,-0.032274302,0.868140622,False,1.0,0.5,0.85,1.0,1.0,335423.0,3,32,5.477902,0.95991,255,1271.94119,1,1086.60858,1180718.206,30.00741032,0.005993
chr1,46420081,46420880,TMEM69|chr1:46885753-46886552:.,chr1,45687214.0,45687215.0,TMEM69,2f957f7a,K562,0.010679527,0.999918431,False,0.95,0.5,0.8,0.9,1.0,732326.0,13,78,5.743237,0.713733,186,280.154688,1,76.749182,5890.436938,32.98477124,0.000228
chrX,48511457,48511957,GATA1|chrX:48369845-48370345:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,0.02432644,0.527542007,False,1.0,,,,,274839.0,8,34,2.625646,0.732846,160,833.82712,0,147.483018,21751.2406,6.894016917,0.000291
chrX,48636677,48637257,GATA1|chrX:48495065-48495645:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.03178181,0.966121062,False,1.0,,,,,149559.0,4,19,1.420022,0.732846,0,0.0,0,432.973014,187465.6309,2.01646248,0.000462
chr11,5591615,5592135,HBE1|chr11:5612845-5613365:*,chr11,5505651.0,5505652.0,HBE1,ac8d234e,K562,0.06003635,0.989919228,False,0.999999986,,,,,321703.0,16,35,4.833753,0.582261,234,2411.908551,0,231.476767,53581.49366,23.36516807,0.001263
chr5,149456682,149457182,RPS14|chr5:148836245-148836745:.,chr5,150449755.0,150449756.0,RPS14,2f957f7a,K562,0.053821025,0.173295974,False,1.0,0.9,0.9,1.0,1.0,992782.0,17,154,13.536034,0.78888,98,895.230588,0,173.647572,30153.47926,183.2242164,0.002692
chr17,44523097,44523597,LSM12|chr17:42600465-42600965:.,chr17,44067618.0,44067619.0,LSM12,2f957f7a,K562,-0.015240682,0.999918431,False,1.0,0.55,0.85,0.9,1.0,455719.0,18,57,3.537403,0.495379,0,0.0,1,203.173803,41279.59423,12.51321998,0.000543
chr12,53944681,53945201,HNRNPA1|chr12:54338465-54338985:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,0.00876982,0.967613757,False,0.999999134,,,,,335729.0,20,45,2.685397,0.983475,370,1659.524925,0,163.065027,26590.20303,7.211357048,0.000122
chr8,102011313,102011437,ZNF706|chr8:102011313-102011437:.,chr8,101206193.0,101206194.0,ZNF706,ebda246b,K562,0.009787825,1.0,False,1.0,0.45,0.85,1.0,1.0,805599.0,4,37,1.360203,0.935958,64,334.469376,0,141.475655,20015.36096,1.850152201,0.000156
chr19,13234431,13234951,WDR83OS|chr19:13345245-13345765:*,chr19,12669488.0,12669489.0,WDR83OS,39b33148,K562,0.042749,0.811961404,False,0.999909143,,,,,565068.0,29,98,5.011979,0.60331,228,188.0829,1,92.878658,8626.445112,25.1199335,0.000328
chr19,1443136,1444414,PLEKHJ1|chr19:1443135-1444413:.,chr19,2237703.0,2237704.0,PLEKHJ1,2f957f7a,K562,0.00306008,0.999918431,False,0.95,0.5,0.8,0.9,1.0,792645.5,27,111,5.30727,0.919723,340,2283.97142,1,151.707691,23015.22351,28.16711485,0.00043
chr3,129245622,129246162,RAB7A|chr3:128964465-128965005:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,0.06852489,0.823824949,False,0.951276709,,,,,519758.0,10,53,5.362552,0.768049,58,262.38272,0,468.073559,219092.8566,28.75696395,0.004013
chr10,70664855,70665355,PCBD1|chr10:72424611-72425111:.,chr10,70888783.0,70888784.0,PCBD1,2f957f7a,K562,0.016989465,0.999918431,False,1.0,0.6,0.85,0.95,1.0,223687.0,4,38,7.48115,0.500048,246,3508.292182,1,521.392423,271850.0588,55.96760532,0.005342
chr2,238422153,238422776,HES6|chr2:239330794-239331417:.,chr2,238240661.0,238240662.0,HES6,2f957f7a,K562,-0.00271602,0.999918431,False,0.95,0.5,0.8,0.9,1.0,182266.0,3,15,10.790636,0.629246,129,913.023257,0,331.04891,109593.3808,116.4378253,0.007655
chr5,177556957,177557638,NHP2|chr5:176983958-176984639:.,chr5,178153966.0,178153967.0,NHP2,2f957f7a,K562,0.015103889,0.999918431,False,1.0,0.75,0.85,0.95,1.0,596764.0,10,27,7.137067,0.845979,174,986.813421,1,650.019574,422525.4466,50.93772536,0.00475
chrX,47312286,47312806,HDAC6|chrX:47171685-47172205:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,-0.063189677,0.64501261,False,0.99984898,,,,,1489439.0,35,114,2.749895,0.999613,0,0.0,1,85.918817,7382.043115,7.561922511,8.4e-05
chr19,11085276,11086007,DNMT1|chr19:11195952-11196683:.,chr19,10231285.0,10231286.0,DNMT1,2f957f7a,K562,0.007776483,0.99851149,False,0.9,0.65,0.8,0.9,1.0,890540.0,30,112,2.810231,0.782469,436,7288.083132,0,117.272388,13752.81299,7.897398273,0.000315
chr19,48501588,48502548,NUCB1|chr19:49004845-49005805:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,-0.00176916,0.988366753,False,1.0,,,,,398253.5,23,82,34.648773,0.966902,0,0.0,0,223.134584,49789.04258,1200.53747,0.003117
chr19,48859168,48859688,NUCB1|chr19:49362425-49362945:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,-0.0285092,0.124981183,False,1.0,,,,,40623.0,4,13,8.903932,0.966902,801,7822.945674,0,1443.247805,2082964.227,79.28000506,0.005181
chr11,690928,691358,IFITM1|chr11:690928-691358:.,chr11,313506.0,313507.0,IFITM1,ebda246b,K562,0.044661577,1.0,False,1.0,0.5,0.8,0.95,1.0,377166.0,19,46,6.47107,0.646545,98,3159.893478,0,282.86126,80010.49241,41.87474694,0.001202
chr11,125552655,125553360,TMEM218|chr11:125422551-125423256:.,chr11,125111762.0,125111763.0,TMEM218,2f957f7a,K562,-0.004897802,0.999918431,False,0.95,0.4,0.8,0.9,1.0,441425.0,5,36,15.104783,0.924828,92,569.152526,1,212.320698,45080.0788,228.1544695,0.004607
chr5,68419452,68421080,MRPS36|chr5:67715279-67716907:.,chr5,69217760.0,69217761.0,MRPS36,2f957f7a,K562,-0.01494922,0.999918431,False,1.0,0.75,1.0,1.0,1.0,796911.0,5,43,15.4981355,0.798897,132,1321.320462,1,111.4437965,12419.71985,264.8105865,0.005086
chr12,53421211,53422003,SMUG1|chr12:53814995-53815787:.,chr12,54189007.0,54189008.0,SMUG1,2f957f7a,K562,-0.00800719,0.999918431,False,0.95,0.75,0.85,0.9,1.0,767271.0,31,52,5.135197,0.8063,576,2491.235904,0,108.188297,11704.70761,26.37024823,0.00045
chr19,13016391,13016991,RAD23A|chr19:13127205-13127805:*,chr19,12945855.0,12945856.0,RAD23A,39b33148,K562,-0.038979488,0.724748735,False,0.999980353,,,,,70968.0,4,11,2.193088,0.954611,672,1434.4904,1,651.145074,423989.9074,4.809634976,0.000713
chr12,53365817,53366317,PCBP2|chr12:53759601-53760101:.,chr12,53452102.0,53452103.0,PCBP2,2f957f7a,K562,0.038918179,0.946464009,False,1.0,0.75,0.8,0.9,1.0,85999.0,4,7,7.945923,0.946531,384,6586.14432,0,1517.211352,2301930.287,63.13769232,0.006195
chr8,101245377,101245860,YWHAZ|chr8:101245377-101245860:.,chr8,100953388.0,100953389.0,YWHAZ,ebda246b,K562,0.019104243,1.0,False,1.0,0.7,0.95,1.0,1.0,294296.0,3,52,2.075809,0.662634,35,51.72825,1,586.191114,343620.0221,4.308983004,0.000727
chr14,22560754,22561361,PSMB5|chr14:23029654-23030261:.,chr14,23035229.0,23035230.0,PSMB5,2f957f7a,K562,-0.030375088,0.947085394,False,1.0,0.8,1.0,1.0,1.0,474059.0,17,55,4.017232,0.882585,276,1017.204532,1,419.957666,176364.4412,16.13815294,0.001242
chr12,121686819,121687319,ANAPC5|chr12:122124725-122125225:.,chr12,121399895.0,121399896.0,ANAPC5,2f957f7a,K562,0.043367374,0.57558107,False,0.9,0.65,0.85,0.9,1.0,334664.0,5,43,43.072673,0.925941,91,277.244058,1,718.345201,516019.8278,1855.255159,0.027849
chr1,109793476,109794628,LAMTOR5|chr1:110336098-110337250:.,chr1,110407941.0,110407942.0,LAMTOR5,2f957f7a,K562,0.018723673,0.999918431,False,1.0,0.65,0.85,1.0,1.0,613844.0,14,89,6.691636,0.837971,312,1189.855212,0,180.655214,32636.30635,44.77799236,0.000946
chr5,177568287,177568787,RGS14|chr5:176995288-176995788:.,chr5,177357837.0,177357838.0,RGS14,2f957f7a,K562,0.023855228,0.999918431,False,0.9,0.4,0.8,0.85,1.0,210714.0,12,40,3.166935,0.359479,174,282.307518,0,341.280304,116472.2459,10.02947729,0.000966
chr8,96829185,96829433,MTDH|chr8:96829185-96829433:.,chr8,97644179.0,97644180.0,MTDH,ebda246b,K562,-0.011165326,1.0,False,1.0,0.8,0.95,1.0,1.0,814880.0,3,34,0.665236,0.780001,88,207.221388,0,190.573736,36318.34885,0.442538936,0.000251
chr7,76372829,76373665,YWHAG|chr7:76002146-76002982:.,chr7,76359030.0,76359031.0,YWHAG,2f957f7a,K562,-0.049755791,0.715777294,False,0.9,0.5,0.8,0.9,1.0,14403.0,1,3,13.380107,0.972781,45,58.46103,1,2136.49472,4564609.689,179.0272633,0.014723
chr19,980444,980944,CIRBP|chr19:980444-980944:.,chr19,1259384.0,1259385.0,CIRBP,2f957f7a,K562,-0.009751051,0.999918431,False,0.9,0.6,0.85,0.85,1.0,288572.0,14,66,16.279278,0.923788,492,2426.134656,1,597.384116,356867.782,265.0148922,0.002369
chr17,82338905,82339525,ANAPC11|chr17:80296781-80297401:.,chr17,81890790.0,81890791.0,ANAPC11,2f957f7a,K562,-0.015945854,0.790398853,False,0.95,0.5,0.85,1.0,1.0,447574.0,25,79,6.740988,0.814526,196,538.817426,1,260.626621,67926.23557,45.44091922,0.001343
chr2,9004828,9005328,YWHAQ|chr2:9144957-9145457:.,chr2,9631013.0,9631014.0,YWHAQ,2f957f7a,K562,-0.029979406,0.999918431,False,0.95,0.65,0.8,0.9,1.0,625977.0,6,73,2.075809,0.95962,96,541.606944,1,191.450869,36653.43524,4.308983004,0.000331
chr16,30628676,30629176,ALDOA|chr16:30639997-30640497:.,chr16,30053090.0,30053091.0,ALDOA,2f957f7a,K562,-0.021457661,0.999918431,False,1.0,0.85,0.95,1.0,1.0,563248.0,36,51,4.615163,0.97508,93,91.095639,0,577.031052,332964.835,21.29972952,0.001549
chr1,167616904,167618053,CREG1|chr1:167586141-167587290:.,chr1,167553766.0,167553767.0,CREG1,2f957f7a,K562,0.023981487,0.95384991,False,1.0,0.75,0.95,1.0,1.0,62902.0,1,9,4.0326535,0.824954,98,460.8058,0,817.8434585,668868.7113,25.5839001,0.006391
chr19,12840451,12841011,DNASE2|chr19:12951265-12951825:*,chr19,12881467.0,12881468.0,DNASE2,39b33148,K562,-0.03561267,0.503340795,False,1.0,,,,,40813.0,1,7,13.255002,0.793211,904,5202.87708,0,1128.399281,1273284.937,175.695078,0.006618
chr17,74463453,74463953,MRPS7|chr17:72459592-72460092:.,chr17,75261674.0,75261675.0,MRPS7,2f957f7a,K562,-0.017032607,0.697055073,False,1.0,0.7,0.85,0.9,1.0,798013.0,32,81,4.891731,0.738556,106,135.486974,1,50.017206,2501.720896,23.92903218,0.000232
chr4,38318488,38319251,KLF3|chr4:38320109-38320872:.,chr4,38664196.0,38664197.0,KLF3,2f957f7a,K562,0.003477452,0.978265455,False,1.0,0.55,0.8,0.9,1.0,345160.0,2,42,10.240399,0.771097,87,384.268618,0,3246.936122,10542594.18,104.8657717,0.034048
chr6,3209067,3209875,SERPINB1|chr6:3209301-3210109:.,chr6,2842005.0,2842006.0,SERPINB1,2f957f7a,K562,0.060607248,0.493287998,False,0.95,0.6,0.8,0.9,1.0,367294.0,13,73,19.013434,0.926885,40,163.2808,0,168.181362,28284.97052,361.5106725,0.001802
chrX,120329087,120329587,RPL39|chrX:119462942-119463442:.,chrX,119791642.0,119791643.0,RPL39,2f957f7a,K562,-0.008120824,0.999918431,False,1.0,0.8,0.9,0.95,1.0,537753.0,13,40,4.891731,0.843705,35,31.48502,1,51.264103,2628.008256,23.92903218,0.000358
chr3,129829422,129830022,RPN1|chr3:129548265-129548865:*,chr3,128681074.0,128681075.0,RPN1,39b33148,K562,0.01268721,0.975990755,False,0.999997332,,,,,1178850.0,22,121,1.299134,0.604592,122,122.348249,1,114.881023,13197.64945,1.68774915,0.000273
chr1,28884388,28885427,ATPIF1|chr1:29210900-29211939:.,chr1,28236109.0,28236110.0,ATPIF1,2f957f7a,K562,-0.02806966,0.958825893,False,0.95,0.65,0.85,0.9,1.0,649074.0,13,89,30.277109,0.903174,414,11013.9347,1,302.325414,91400.65595,916.7033294,0.004813
chr19,12411811,12412331,RAD23A|chr19:12522625-12523145:*,chr19,12945855.0,12945856.0,RAD23A,39b33148,K562,0.020668482,0.879333085,False,0.999997045,,,,,533733.0,28,66,1.957461,0.954611,229,120.856811,1,87.38392,7635.949475,3.831653567,8.5e-05
chr5,62261182,62262119,DIMT1|chr5:61557009-61557946:.,chr5,62403938.0,62403939.0,DIMT1,2f957f7a,K562,-0.038590139,0.669174465,False,1.0,0.6,0.85,1.0,1.0,142096.0,2,23,10.889112,0.903803,50,116.113225,1,580.345302,336800.6696,118.5727601,0.009326
chr17,41530112,41531001,EIF1|chr17:39686364-39687253:.,chr17,41688885.0,41688886.0,EIF1,2f957f7a,K562,0.055130473,0.742280739,False,0.95,0.75,0.85,0.9,1.0,158316.0,7,21,19.213789,0.987225,346,1410.251539,1,295.680299,87426.83922,369.1696877,0.002988
